text;proc_text;A1;A2;A3;A4;A5;A6;majority_vote;roundID;Segment;WC;Analytic;Clout;Authentic;Tone;WPS;BigWords;Dic;Linguistic;function;pronoun;ppron;i;we;you;shehe;they;ipron;det;article;number;prep;auxverb;adverb;conj;negate;verb;adj;quantity;Drives;affiliation;achieve;power;Cognition;allnone;cogproc;insight;cause;discrep;tentat;certitude;differ;memory;Affect;tone_pos;tone_neg;emotion;emo_pos;emo_neg;emo_anx;emo_anger;emo_sad;swear;Social;socbehav;prosocial;polite;conflict;moral;comm;socrefs;family;friend;female;male;Culture;politic;ethnicity;tech;Lifestyle;leisure;home;work;money;relig;Physical;health;illness;wellness;mental;substances;sexual;food;death;need;want;acquire;lack;fulfill;fatigue;reward;risk;curiosity;allure;Perception;attention;motion;space;visual;auditory;feeling;time;focuspast;focuspresent;focusfuture;Conversation;netspeak;assent;nonflu;filler;AllPunc;Period;Comma;QMark;Exclam;Apostro;OtherP;Emoji
I’m heading in to work at the hospital and wondering if today is the day I get this. I keep having problems catching my breath and my bff thinks it’s panic attacks. Might be.  I’ve never been scared of my job...until now. #Iamanurse #COVID19;I’m heading in to work at the hospital and wondering if today is the day I get this. I keep having problems catching my breath and my bff thinks it’s panic attacks. Might be.  I’ve never been scared of my job...until now. #Iamanurse #COVID19;PP;?;PP;PP;PP;PP;PP;Round1;1;45;5.4;1;99;1;9;17.78;97.78;75.56;57.78;20;15.56;15.56;0;0;0;0;4.44;13.33;4.44;2.22;11.11;17.78;4.44;8.89;2.22;31.11;2.22;2.22;4.44;2.22;2.22;0;13.33;2.22;11.11;4.44;0;0;6.67;0;2.22;0;8.89;2.22;6.67;6.67;0;6.67;6.67;0;0;0;2.22;0;0;0;0;0;0;2.22;0;2.22;0;0;0;0;0;0;4.44;0;0;4.44;0;0;8.89;6.67;2.22;0;4.44;0;0;0;0;0;0;4.44;0;0;0;0;0;2.22;13.33;6.67;0;4.44;4.44;0;0;0;8.89;4.44;11.11;4.44;2.22;2.22;0;0;0;26.67;15.56;0;0;0;6.67;4.44;0
I keep seeing people having a lovely time while I’m here having panic attacks and feeling awful... am I doing it wrong?! #covid19 #coronavirus;I keep seeing people having a lovely time while I’m here having panic attacks and feeling awful... am I doing it wrong?! #covid19 #coronavirus;PP;PP;PP;PP;PP;PP;PP;Round1;1;24;1.39;1.71;89.39;1;8;16.67;100;70.83;50;16.67;12.5;12.5;0;0;0;0;4.17;4.17;4.17;4.17;0;20.83;4.17;8.33;0;29.17;12.5;0;0;0;0;0;4.17;0;4.17;4.17;0;0;0;0;0;0;25;8.33;16.67;12.5;0;12.5;8.33;0;0;0;4.17;4.17;0;0;0;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;12.5;4.17;0;8.33;0;0;0;0;0;0;0;0;0;0;0;0;0;16.67;12.5;0;0;4.17;4.17;0;4.17;4.17;0;8.33;0;0;0;0;0;0;33.33;12.5;0;4.17;4.17;4.17;8.33;0
"Panic buying, #supplychain shake-ups and companies coming through when it matters. CA president William McKinnon shares insights on the #logistics situation during the #COVID19 pandemic. #CovidCanada 
https://t.co/zr8W9lGNVF https://t.co/8jKzqb6i8b";"Panic buying, #supplychain shake-ups and companies coming through when it matters. CA president William McKinnon shares insights on the #logistics situation during the #COVID19 pandemic. #CovidCanada 
 ";UN;UN;PO;PO;PO;UN;NoMajority;Round1;1;26;93.9;62.84;57.98;1;8.67;53.85;76.92;34.62;30.77;3.85;0;0;0;0;0;0;3.85;7.69;7.69;3.85;11.54;0;3.85;7.69;0;3.85;0;0;3.85;0;0;3.85;11.54;0;11.54;3.85;0;0;0;0;0;0;7.69;0;7.69;3.85;0;3.85;3.85;0;0;0;7.69;3.85;0;0;0;0;0;3.85;0;0;0;0;3.85;3.85;0;0;11.54;0;0;7.69;3.85;0;3.85;3.85;3.85;0;0;0;0;0;0;0;0;3.85;0;0;0;0;0;0;0;3.85;0;3.85;3.85;0;0;0;7.69;0;0;0;0;0;0;0;0;30.77;7.69;3.85;0;0;0;19.23;0
"Me: Yay! #Saturday!

My #Anxiety: Hi!

Me: No. No. NO. I'm going to chill. 

My Anxiety: Can I interest you in a panic attack?

Me: *coughs* no.

My Anxiety: You coughed!

Me: It was one cough. 

My Anxiety: You totally have #COVID19 or cancer. 

Me: #fuck.

#stayhome #ativan";"Me: Yay! #Saturday!

My #Anxiety: Hi!

Me: No. No. NO. I'm going to chill. 

My Anxiety: Can I interest you in a panic attack?

Me: *coughs* no.

My Anxiety: You coughed!

Me: It was one cough. 

My Anxiety: You totally have #COVID19 or cancer. 

Me: #fuck.

#stayhome #ativan";UN;UN;PP;PO;PP;PP;NoMajority;Round1;1;48;1.39;1;94.8;1;3.43;20.83;91.67;64.58;58.33;31.25;29.17;22.92;0;6.25;0;0;2.08;20.83;2.08;4.17;4.17;8.33;2.08;2.08;8.33;14.58;0;2.08;0;0;0;0;14.58;8.33;6.25;0;0;2.08;2.08;2.08;2.08;0;18.75;4.17;12.5;14.58;2.08;12.5;12.5;0;0;2.08;8.33;2.08;0;2.08;0;0;2.08;6.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;12.5;2.08;0;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;10.42;2.08;0;0;2.08;0;0;0;2.08;2.08;4.17;4.17;2.08;0;2.08;0;0;64.58;16.67;0;2.08;8.33;2.08;35.42;0
"I have never been so acutely aware how much toilet paper this family uses untill this #pandemic. I start sweating and mild panic attacks when it gets close to being replaced.

Im a wreck when it's time to change to a new roll.

Ater #coronavirus ends I might need therapy. https://t.co/nDSUxgXTC0";"I have never been so acutely aware how much toilet paper this family uses untill this #pandemic. I start sweating and mild panic attacks when it gets close to being replaced.

Im a wreck when it's time to change to a new roll.

Ater #coronavirus ends I might need therapy. ";PP;UN;PP;PP;PP;PP;PP;Round1;1;50;5.22;3.95;96.32;4.56;12.5;14;88;68;48;16;8;8;0;0;0;0;8;10;4;0;6;12;10;8;2;24;10;2;0;0;0;0;14;2;12;4;6;2;2;0;0;0;10;4;6;4;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;4;0;4;0;0;0;0;2;0;2;0;0;0;0;0;0;14;6;2;2;2;0;0;0;14;2;8;2;0;0;0;0;0;14;8;0;0;0;2;4;0
Anyone else feeling a little panic attacky due to current events? No, just me? #coronavirus #COVID19 #panicattack #anxiety #stress;Anyone else feeling a little panic attacky due to current events? No, just me? #coronavirus #COVID19 #panicattack #anxiety #stress;PP;UN;PP;PO;PP;PP;PP;Round1;1;19;52.34;3.34;93.14;1;6.33;36.84;94.74;47.37;36.84;10.53;5.26;5.26;0;0;0;0;5.26;10.53;5.26;5.26;5.26;0;10.53;0;5.26;0;15.79;5.26;0;0;0;0;21.05;5.26;15.79;5.26;0;0;5.26;0;5.26;0;26.32;0;26.32;26.32;0;26.32;26.32;0;0;0;5.26;0;0;0;0;0;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.79;15.79;5.26;0;10.53;0;0;0;0;0;0;0;0;0;0;0;0;0;5.26;5.26;0;0;0;0;0;5.26;10.53;0;5.26;0;0;0;0;0;0;42.11;0;5.26;10.53;0;0;26.32;0
TW #Anxiety. A #panicattack was coming on when mom told me how I'd forgotten to buy pet food so went to the pet store sweating cause the hamster would DIE if I waited even a second more to get it food. Bought 2 large packets cause #coronavirus. Starvation. Death. I coughed - 1/2;TW #Anxiety. A #panicattack was coming on when mom told me how I'd forgotten to buy pet food so went to the pet store sweating cause the hamster would DIE if I waited even a second more to get it food. Bought 2 large packets cause #coronavirus. Starvation. Death. I coughed - 1/2;PP;PO;PP;PP;PP;PP;PP;Round1;1;53;60.04;20.62;41.82;1;8.83;16.98;96.23;62.26;41.51;9.43;7.55;7.55;0;0;0;0;1.89;11.32;7.55;7.55;7.55;5.66;7.55;5.66;0;22.64;3.77;5.66;5.66;5.66;0;0;13.21;0;13.21;1.89;5.66;3.77;1.89;0;1.89;1.89;3.77;0;3.77;3.77;0;3.77;3.77;0;0;0;7.55;1.89;0;0;0;0;1.89;5.66;5.66;0;1.89;0;0;0;0;0;7.55;0;3.77;0;3.77;0;16.98;5.66;1.89;0;1.89;0;0;5.66;3.77;1.89;0;3.77;1.89;0;0;0;1.89;0;3.77;3.77;0;3.77;1.89;0;0;0;3.77;11.32;0;0;1.89;1.89;0;0;0;20.75;9.43;0;0;0;1.89;9.43;0
I wish Boris all the best. Will the media release the video of Boris being taken into hospital? In normal circumstances, stress can cause a panic attack which releases #exosomes where a test would falsely claim #CoronaVirus. @andrejpwalker @christianwolmar @talkRADIO @JuliaHB1 https://t.co/P6arjBxQco;I wish Boris all the best. Will the media release the video of Boris being taken into hospital? In normal circumstances, stress can cause a panic attack which releases #exosomes where a test would falsely claim #CoronaVirus. @andrejpwalker @christianwolmar @talkRADIO @JuliaHB1 ;UN;UN;PO;PO;PO;UN;NoMajority;Round1;1;41;92.5;16.2;1;1;10.25;26.83;70.73;48.78;39.02;4.88;2.44;2.44;0;0;0;0;2.44;14.63;12.2;2.44;7.32;9.76;2.44;0;0;14.63;4.88;2.44;2.44;0;2.44;0;14.63;2.44;12.2;0;2.44;7.32;0;0;2.44;0;7.32;0;7.32;7.32;0;7.32;7.32;0;0;0;2.44;2.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.44;0;0;2.44;0;0;9.76;9.76;4.88;0;4.88;0;0;0;0;0;2.44;2.44;0;0;0;0;0;0;2.44;7.32;0;0;7.32;0;0;0;0;2.44;2.44;4.88;0;0;0;0;0;24.39;4.88;2.44;2.44;0;0;14.63;0
Need more steroid inhaler meds for daughter. I got so much in Jan but all running low now. Who knew this would go so many months? And how the hell do I set foot in a pharmacy without a massive panic attack?? #coronavirus;Need more steroid inhaler meds for daughter. I got so much in Jan but all running low now. Who knew this would go so many months? And how the hell do I set foot in a pharmacy without a massive panic attack?? #coronavirus;PP;UN;PP;PP;PO;PP;PP;Round1;1;43;43.84;9.66;96.19;1;8.6;18.6;90.7;72.09;53.49;9.3;6.98;4.65;0;0;0;0;2.33;18.6;6.98;0;9.3;4.65;11.63;9.3;0;16.28;11.63;16.28;2.33;2.33;0;0;16.28;2.33;13.95;4.65;2.33;4.65;0;0;4.65;0;6.98;0;4.65;4.65;0;4.65;4.65;0;0;2.33;4.65;0;0;0;0;0;0;4.65;2.33;0;2.33;0;0;0;0;0;2.33;0;0;0;0;2.33;13.95;11.63;4.65;0;4.65;0;0;0;0;2.33;0;2.33;0;0;0;0;0;0;9.3;11.63;0;4.65;9.3;0;0;0;4.65;2.33;2.33;0;0;0;0;0;0;13.95;4.65;0;6.98;0;0;2.33;0
"COVID-19:
#Coronavirus is real. It has no known cure for now. Please don't panic, stay safe, maintain basic hygiene &amp; follow medical instructions

1. No shaking of hands. 
2. Maintain social distancing.
3. Wash your hands regularly.
4. Use hand sanitizer.

Powered by @OgoniEWatch https://t.co/Qk7nE3HG25";"COVID-19:
#Coronavirus is real. It has no known cure for now. Please don't panic, stay safe, maintain basic hygiene &amp; follow medical instructions

1. No shaking of hands. 
2. Maintain social distancing.
3. Wash your hands regularly.
4. Use hand sanitizer.

Powered by @OgoniEWatch ";PO;PO;PO;PO;PO;PO;PO;Round1;1;44;51.97;27.64;5.07;20.23;4;29.55;77.27;47.73;27.27;4.55;2.27;0;0;2.27;0;0;2.27;6.82;0;11.36;6.82;6.82;4.55;0;6.82;18.18;9.09;0;0;0;0;0;11.36;4.55;6.82;2.27;2.27;0;0;2.27;0;0;4.55;2.27;2.27;2.27;0;2.27;2.27;0;0;0;9.09;4.55;2.27;2.27;0;0;2.27;2.27;0;0;0;0;0;0;0;0;2.27;0;0;2.27;0;0;15.91;9.09;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;2.27;0;13.64;2.27;0;0;2.27;0;0;0;4.55;2.27;9.09;0;0;0;0;0;0;43.18;22.73;4.55;0;0;2.27;13.64;0
I am looking to speak to anyone who has experienced mysophobia, agoraphobia, social anxiety, health anxiety etc since the outbreak of Coronavirus. All answers and information will go towards my final university project. #journorequest #journalism #coronavirus #phobia #mysophobia;I am looking to speak to anyone who has experienced mysophobia, agoraphobia, social anxiety, health anxiety etc since the outbreak of Coronavirus. All answers and information will go towards my final university project. #journorequest #journalism #coronavirus #phobia #mysophobia;UN;UN;UN;UN;PO;UN;UN;Round1;1;38;74.45;40.06;84.38;1;12.67;44.74;84.21;52.63;39.47;10.53;7.89;5.26;0;0;0;0;2.63;7.89;2.63;0;13.16;7.89;0;5.26;0;15.79;5.26;2.63;0;0;0;0;13.16;2.63;10.53;5.26;2.63;0;2.63;0;0;0;7.89;0;7.89;7.89;0;7.89;7.89;0;0;0;13.16;5.26;0;0;0;0;5.26;5.26;0;0;0;0;0;0;0;0;7.89;0;0;7.89;0;0;13.16;13.16;5.26;0;5.26;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;7.89;0;2.63;5.26;2.63;0;0;5.26;0;5.26;2.63;0;0;0;0;0;26.32;5.26;7.89;0;0;0;13.16;0
"One thing that brings me peace during this Coronavirus situation is knowing that when I wake up in a cold sweat with a panic attack at 3:30am I can roll over and turn on The Office. 
#COVID19 #coronavirus";"One thing that brings me peace during this Coronavirus situation is knowing that when I wake up in a cold sweat with a panic attack at 3:30am I can roll over and turn on The Office. 
#COVID19 #coronavirus";PP;PP;PP;PO;PP;PP;PP;Round1;1;39;80.69;7.93;96.61;2.7;19.5;12.82;100;66.67;56.41;17.95;7.69;7.69;0;0;0;0;10.26;17.95;7.69;10.26;17.95;5.13;2.56;5.13;0;12.82;2.56;2.56;0;0;0;0;7.69;0;7.69;2.56;0;2.56;0;0;0;0;7.69;2.56;5.13;5.13;0;5.13;5.13;0;0;0;2.56;2.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.56;0;0;2.56;0;0;15.38;10.26;5.13;0;5.13;0;0;0;0;0;0;0;0;0;0;0;0;0;2.56;17.95;0;7.69;7.69;0;0;2.56;5.13;0;7.69;0;0;0;0;0;0;10.26;2.56;0;0;0;0;7.69;0
"#Anxiety greatly affects a person’s social life &amp; overall health. Sufferers worry, feel tired,dizzy, or have an upset stomach. It can cause panic attacks. The chemical compound found in #cannabis known as #CBD is a powerful treatment! #southend #essex #overseas #uk  #COVID19 https://t.co/PTKqyuYddw";"#Anxiety greatly affects a person’s social life &amp; overall health. Sufferers worry, feel tired,dizzy, or have an upset stomach. It can cause panic attacks. The chemical compound found in #cannabis known as #CBD is a powerful treatment! #southend #essex #overseas #uk  #COVID19 ";UN;PO;UN;PO;PO;PO;PO;Round1;1;43;89.52;40.06;5.5;1;8.6;37.21;79.07;46.51;25.58;2.33;0;0;0;0;0;0;2.33;9.3;9.3;2.33;4.65;6.98;0;4.65;0;18.6;9.3;0;2.33;0;0;2.33;20.93;0;20.93;6.98;4.65;2.33;2.33;0;2.33;0;16.28;0;16.28;16.28;0;16.28;9.3;0;2.33;0;6.98;0;0;0;0;0;0;2.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.6;11.63;0;0;4.65;4.65;0;0;0;0;0;0;0;0;2.33;0;0;0;6.98;6.98;0;0;2.33;0;0;4.65;0;4.65;11.63;0;0;0;0;0;0;41.86;6.98;6.98;0;2.33;2.33;23.26;0
We are all gonna have HELLA trust issues when this social distancing is over. Shaking hands with a stranger causing a full on panic attack #COVID19;We are all gonna have HELLA trust issues when this social distancing is over. Shaking hands with a stranger causing a full on panic attack #COVID19;UN;PO;PP;PP;PO;UN;NoMajority;Round1;1;26;74.95;62.84;11.63;1;13;19.23;84.62;61.54;50;7.69;3.85;0;3.85;0;0;0;3.85;15.38;7.69;3.85;15.38;15.38;3.85;3.85;0;15.38;7.69;7.69;7.69;7.69;0;0;7.69;3.85;3.85;0;3.85;0;0;0;0;0;11.54;0;7.69;7.69;0;7.69;7.69;0;0;3.85;11.54;3.85;0;0;0;0;0;3.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.54;7.69;0;0;7.69;0;0;0;0;0;0;0;0;3.85;0;0;0;0;3.85;7.69;0;0;7.69;0;0;0;3.85;0;7.69;3.85;7.69;7.69;0;0;0;7.69;3.85;0;0;0;0;3.85;0
None of what I am doing online comes easy for me. Before I got into the #coronavirus project I had next to no social media presence. Due to a past I won't get into, I suffer from severe PTSD and anxiety. Every time I challenge someone or something I shake so bad I can 1/2...;None of what I am doing online comes easy for me. Before I got into the #coronavirus project I had next to no social media presence. Due to a past I won't get into, I suffer from severe PTSD and anxiety. Every time I challenge someone or something I shake so bad I can 1/2...;UN;PP;PP;PO;PP;PP;PP;Round1;1;56;18.12;1;99;1;14;12.5;96.43;76.79;58.93;23.21;16.07;16.07;0;0;0;0;7.14;8.93;3.57;3.57;14.29;8.93;1.79;7.14;5.36;16.07;7.14;3.57;1.79;0;1.79;0;12.5;5.36;7.14;0;0;1.79;5.36;0;1.79;0;10.71;1.79;8.93;7.14;0;7.14;3.57;0;0;0;5.36;3.57;0;0;0;0;3.57;1.79;0;0;0;0;5.36;0;0;5.36;1.79;0;0;1.79;0;0;3.57;3.57;1.79;0;1.79;0;0;0;0;0;0;3.57;0;0;0;0;0;0;8.93;8.93;0;1.79;8.93;0;0;0;5.36;3.57;5.36;1.79;0;0;0;0;0;17.86;10.71;1.79;0;0;1.79;3.57;0
My son  19 year old son in Suffolk county NY just tested positive for Coronavirus. He has bad asthma and also bad panic attacks. This just hit home for me in a big way. #CoronavirusPandemic;My son  19 year old son in Suffolk county NY just tested positive for Coronavirus. He has bad asthma and also bad panic attacks. This just hit home for me in a big way. #CoronavirusPandemic;PO;PO;?;PP;PP;PP;NoMajority;Round1;1;35;56.86;57.11;42.95;1;8.75;14.29;88.57;57.14;40;11.43;8.57;5.71;0;0;2.86;0;2.86;8.57;2.86;2.86;11.43;2.86;8.57;5.71;0;5.71;14.29;2.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.29;0;14.29;11.43;0;11.43;5.71;0;0;0;8.57;0;0;0;0;0;0;8.57;5.71;0;0;8.57;0;0;0;0;5.71;0;2.86;2.86;0;0;11.43;11.43;5.71;0;5.71;0;0;0;0;0;0;0;0;0;0;0;0;0;5.71;11.43;0;0;11.43;0;0;0;2.86;2.86;2.86;0;0;0;0;0;0;11.43;8.57;0;0;0;0;2.86;0
I was reluctant to share this, but as an experienced psychiatric nurse I feel it is a moral obligation b/c panic can cause reasonable folks to take desperate measures.  Only use as prescribed esp. since the #coronavirus pandemic has triggered #PTSD resulting from compounded grief https://t.co/RxHWuPfcLq;I was reluctant to share this, but as an experienced psychiatric nurse I feel it is a moral obligation b/c panic can cause reasonable folks to take desperate measures.  Only use as prescribed esp. since the #coronavirus pandemic has triggered #PTSD resulting from compounded grief ;UN;UN;PO;PO;PO;PO;PO;Round1;1;46;72.44;28.14;9.43;1;15.33;28.26;84.78;54.35;41.3;8.7;4.35;4.35;0;0;0;0;4.35;8.7;6.52;0;13.04;8.7;2.17;8.7;0;17.39;6.52;0;2.17;2.17;0;0;19.57;0;19.57;4.35;13.04;2.17;0;0;2.17;0;10.87;0;10.87;8.7;0;8.7;4.35;0;2.17;0;8.7;4.35;0;0;0;2.17;0;4.35;2.17;0;0;0;0;0;0;0;0;0;0;0;0;0;13.04;13.04;4.35;0;4.35;0;0;0;0;2.17;0;2.17;0;0;0;0;2.17;0;4.35;2.17;0;0;0;0;0;2.17;2.17;4.35;8.7;0;0;0;0;0;0;13.04;4.35;2.17;0;0;0;6.52;0
"I am super paranoid about this #COVID19 as I’ve basically been sick for over week and I’m in self isolation.. asking for a friend but does anyone know the actual symptoms? Is there a way to know? when do I need to panic?
Runny nose, tired, headache from hell:heavy_check_mark:️
Everything else. No";"I am super paranoid about this #COVID19 as I’ve basically been sick for over week and I’m in self isolation.. asking for a friend but does anyone know the actual symptoms? Is there a way to know? when do I need to panic?
Runny nose, tired, headache from hell:heavy_check_mark:️
Everything else. No";UN;UN;PP;PP;PP;PP;PP;Round1;1;52;31.07;2.37;94.47;1;8.67;13.46;100;78.85;59.62;13.46;7.69;7.69;0;0;0;0;5.77;9.62;5.77;1.92;17.31;13.46;9.62;7.69;1.92;21.15;11.54;1.92;0;0;0;0;15.38;3.85;11.54;3.85;0;1.92;1.92;0;3.85;0;11.54;1.92;7.69;7.69;0;7.69;3.85;0;0;1.92;5.77;1.92;0;0;0;0;1.92;3.85;0;0;0;0;0;0;0;0;1.92;0;0;0;0;1.92;13.46;13.46;7.69;0;1.92;0;0;0;0;1.92;0;0;0;0;1.92;0;0;0;9.62;9.62;0;0;9.62;0;0;0;3.85;3.85;7.69;0;0;0;0;0;0;21.15;5.77;3.85;5.77;0;3.85;1.92;1.92
"I was very pleased with how people are coping with the #coronavirus pandemic, at least locally. Cowardice, selfishness and panic of pre-lockdown period seems over; people now resolute to see it through - ""strength and courage"", as the Italians are saying.";"I was very pleased with how people are coping with the #coronavirus pandemic, at least locally. Cowardice, selfishness and panic of pre-lockdown period seems over; people now resolute to see it through - ""strength and courage"", as the Italians are saying.";PO;PO;PO;PO;UN;PO;PO;Round1;1;40;80.96;26.5;63.35;20.23;20;30;92.5;65;55;5;2.5;2.5;0;0;0;0;2.5;7.5;5;0;20;7.5;10;7.5;0;15;5;2.5;2.5;0;0;2.5;7.5;0;7.5;7.5;2.5;0;2.5;0;0;0;15;7.5;7.5;7.5;5;2.5;2.5;0;0;0;7.5;7.5;0;0;0;5;2.5;0;0;0;0;0;2.5;0;2.5;0;0;0;0;0;0;0;7.5;7.5;5;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;10;7.5;0;0;5;2.5;0;0;5;2.5;10;0;0;0;0;0;0;27.5;5;7.5;0;0;0;15;0
"Has this #coronavirus made us all paranoid? I'm sneezing and sniffling. The bay willow is flowering down the garden, shaking its fluffy yellow pollen-loaded tassels briskly in the breeze. I get hay fever. Every year without fail. And yet I find myself wondering ""Is this it?""";"Has this #coronavirus made us all paranoid? I'm sneezing and sniffling. The bay willow is flowering down the garden, shaking its fluffy yellow pollen-loaded tassels briskly in the breeze. I get hay fever. Every year without fail. And yet I find myself wondering ""Is this it?""";UN;PO;PP;PO;PP;PP;NoMajority;Round1;1;46;28.85;10.88;60.36;3.88;7.67;23.91;76.09;63.04;50;19.57;10.87;8.7;2.17;0;0;0;8.7;17.39;6.52;0;6.52;8.7;4.35;4.35;0;17.39;4.35;4.35;4.35;2.17;2.17;0;15.22;4.35;10.87;4.35;2.17;2.17;4.35;0;2.17;0;2.17;0;2.17;2.17;0;2.17;2.17;0;0;0;2.17;0;0;0;0;0;0;2.17;0;0;0;0;0;0;0;0;2.17;2.17;2.17;0;0;0;8.7;8.7;6.52;0;2.17;0;0;0;0;0;0;2.17;0;0;0;0;0;2.17;6.52;8.7;0;0;4.35;2.17;0;0;2.17;2.17;8.7;0;0;0;0;0;0;26.09;8.7;2.17;4.35;0;2.17;8.7;0
My scariest moment while suffering through #coronavirus was this: I had chills that were so bad that an electric blanket turned up to the highest setting and a duvet couldn’t still. I had a sense of panic as well with my breathing, like I wasn’t getting enough air. It’s not flu.;My scariest moment while suffering through #coronavirus was this: I had chills that were so bad that an electric blanket turned up to the highest setting and a duvet couldn’t still. I had a sense of panic as well with my breathing, like I wasn’t getting enough air. It’s not flu.;PP;PP;PP;PP;PP;PP;PP;Round1;1;51;16.49;1;83.69;1;17;21.57;92.16;76.47;64.71;17.65;9.8;9.8;0;0;0;0;7.84;19.61;7.84;0;13.73;13.73;5.88;7.84;5.88;19.61;7.84;1.96;0;0;0;0;7.84;0;7.84;1.96;0;1.96;0;0;3.92;0;9.8;1.96;7.84;7.84;0;7.84;3.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.96;0;0;1.96;0;0;0;0;0;0;7.84;5.88;5.88;0;0;0;0;0;0;0;0;1.96;0;1.96;0;0;0;0;3.92;7.84;0;1.96;3.92;0;0;1.96;3.92;11.76;1.96;0;0;0;0;0;0;17.65;5.88;1.96;0;0;5.88;3.92;0
"In the last week I've had mild #Covid_19 symptoms &amp; suffer from mild asthma. The coughing fits &amp; shortness of breath that have come &amp; gone are immensely discomforting &amp; worrisome. I can't imagine the suffering &amp; panic of those hospitalised or even dying from this horrible virus";"In the last week I've had mild #Covid_19 symptoms &amp; suffer from mild asthma. The coughing fits &amp; shortness of breath that have come &amp; gone are immensely discomforting &amp; worrisome. I can't imagine the suffering &amp; panic of those hospitalised or even dying from this horrible virus";PO;PP;PP;PP;PO;PP;PP;Round1;1;48;67.92;3.47;68.87;1;16;22.92;83.33;56.25;39.58;10.42;4.17;4.17;0;0;0;0;6.25;12.5;6.25;2.08;10.42;10.42;2.08;2.08;2.08;18.75;6.25;2.08;0;0;0;0;8.33;0;8.33;2.08;0;2.08;2.08;0;4.17;0;16.67;4.17;12.5;10.42;0;10.42;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.58;10.42;6.25;0;0;0;0;0;2.08;0;0;0;0;0;0;0;0;0;4.17;6.25;0;4.17;4.17;0;0;0;4.17;6.25;4.17;0;0;0;0;0;0;33.33;4.17;0;0;0;4.17;25;0
My wife was speaking to me and, after 30s of confusion and panic over my mental health, I realized she was speaking #Maltese. I don't speak Maltese. @cynthiaNYC #coronavirus #needtogetoutofthehouse;My wife was speaking to me and, after 30s of confusion and panic over my mental health, I realized she was speaking #Maltese. I don't speak Maltese. @cynthiaNYC #coronavirus #needtogetoutofthehouse;UN;PO;PP;PO;PP;PP;NoMajority;Round1;1;30;15.41;1.24;82.8;1;10;30;86.67;66.67;50;20;20;16.67;0;0;3.33;0;0;6.67;0;3.33;13.33;10;0;10;3.33;23.33;0;0;3.33;3.33;0;0;10;0;10;3.33;0;0;3.33;0;0;0;6.67;0;6.67;6.67;0;6.67;3.33;0;0;0;16.67;10;0;0;0;0;10;6.67;3.33;0;6.67;0;0;0;0;0;0;0;0;0;0;0;10;10;3.33;0;6.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.33;0;0;3.33;0;0;0;3.33;10;3.33;0;0;0;0;0;0;30;6.67;6.67;0;0;3.33;13.33;0
"I’m still trying to wrap my head around this panic and self-induced economic suicide when the seasonal flu is tracking 100% MORE DEATHS than #COVID19 for Y2020...

Worldwide Death stats YTD 2020:

Seasonal Flu: 127,059

COVID-19: 66,500 https://t.co/x75kQPGhYc";"I’m still trying to wrap my head around this panic and self-induced economic suicide when the seasonal flu is tracking 100% MORE DEATHS than #COVID19 for Y2020...

Worldwide Death stats YTD 2020:

Seasonal Flu: 127,059

COVID-19: 66,500 ";UN;PO;UN;UN;PO;UN;UN;Round1;1;37;51.04;7.05;55.76;2.35;18.5;24.32;86.49;37.84;35.14;8.11;5.41;5.41;0;0;0;0;2.7;10.81;2.7;18.92;10.81;5.41;8.11;8.11;0;8.11;2.7;2.7;2.7;0;2.7;0;5.41;0;5.41;0;0;2.7;0;0;2.7;0;2.7;0;2.7;2.7;0;2.7;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.7;0;0;0;2.7;0;18.92;10.81;8.11;0;2.7;0;0;0;8.11;0;0;0;0;0;0;0;0;0;2.7;5.41;0;0;5.41;0;0;0;8.11;0;5.41;0;0;0;0;0;0;35.14;8.11;5.41;0;0;2.7;18.92;0
